Product_ID,N° Order,Marque,Nom de modèle,Device Type,Device Catégorie,Data Entry,DATE,Lien Référence,photos,released date,released date New,battrie,Bluetooth,Chipset,CPU,Dimensions,resolution ecran,Taille de l'écran,Display_type,GPU,Internal_memory,Technologie cellulaire,NFC,OS,Primary_camera,ram,Secondary_camera,SIM,USB,WLAN,Dual SIM,Images,Photos Status,Device Availability,Device Status,send date,Type de mémoire flash,Capacité de stockage de la mémoire,Compatibilité du périphérique,Caractéristique spéciale,Vitesse de lecture,Dimensions du produit,Poids du produit,Couleur,Type de casque,Technologie de connectivité,Matériau,Distance focale,Composants inclus,Tension d'entrée,Nombre total de ports USB,Puissance,Technologie de communication sans fil,Composants inclus.1,Tranche d'âge (description),Style,Screen Size,Special Feature,Shape,Target Audience,Compatible Devices,Distance focale.1,Capacité de la batterie,Usages recommandés pour le produit,Composition de la pile,Source d'alimentation,Vitesse d'écriture,Modèles de téléphones compatibles,Type de fixation,Type de câble,Genre du connecteur,Type de haut-parleur,Type de contrôleur,Niveau de résistance à l'eau,Longeure du cable (Mettre),Liens photos,Audit,date,translation en arabe,date translation,Commity Meeting,Validation Date,Status,Commity Meeting.1,Validation Date.1,Refference,"Marque,Nom de modèle,Device Type,photos,released date,battrie,Bluetooth,Chipset,CPU,Dimensions,resolution ecran,Taille de l'écran,Display_type,GPS,GPU,Internal_memory,Memory_card,Technologie cellulaire,NFC,OS,Primary_camera,ram ,Secondary_camera,SIM,USB,WLAN",Responsable,Utilisateurs,Price_DZD
DJZ-01069,1069.0,HTC,HTC Wildfire E2,Smartphone,Smartphone,,2023-11-06,https://m.media-amazon.com/images/I/511fyOAcDFL.jpg,1069- HTC Wildfire E2.jpg,"2020, August 06",2020-08-06,4000mAh,"5.0, A2DP, LE",Mediatek MT6762D Helio P22 (12 nm),Octa-core 1.8 GHz Cortex-A53,158.4 x 75.9 x 9 mm (6.24 x 2.99 x 0.35 in),720 x 1560 pixels,6.22 Pouces,IPS LCD,PowerVR GE8320,64 GB,LTE,No,Android 10,"Dual 16 MP, f/2.2, (wide), PDAF",4 GB,"Single 8 MP, f/2.2, (wide)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","USB Type-C 2.0, OTG","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Y,,Available,Ok,Sent,2023-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/511fyOAcDFL.jpg, ,,OK,45263,,,,,,,,Hayet. KEIDA,0.0,"27,000 DZD"
DJZ-01070,1070.0,HTC,HTC Wildfire E1 plus,Smartphone,Smartphone,,2023-11-06,"https://m.media-amazon.com/images/I/61e5orMMNJL._AC_UF1000,1000_QL80_.jpg",1070- HTC Wildfire E1 plus.jpg,"2019, December 18",2019-12-18,3000mAh,"4.2, A2DP",Mediatek MT6763 Helio P23 (16 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),157.5 x 75 x 8.9 mm (6.20 x 2.95 x 0.35 in),720 x 1560 pixels,6.09 Pouces,IPS LCD,Mali-G71 MP2,32 GB,LTE,No,Android 9.0 (Pie),"Single 16 MP, f/2.2, (wide), AF",3 GB,"Single 5 MP, f/2.2, (wide)","Hybrid Dual SIM (Nano-SIM, dual stand-by)",microUSB 2.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",Y,,Available,Ok,Sent,2023-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://m.media-amazon.com/images/I/61e5orMMNJL._AC_UF1000,1000_QL80_.jpg", ,,OK,45263,,,,,,,,Hayet. KEIDA,0.0,"28,900 DZD"
DJZ-01071,1071.0,HTC,HTC Wildfire E1,Smartphone,Smartphone,,2023-11-06,https://d1jbip55yyitxr.cloudfront.net/uploads/2023/02/16104411/HTC-Wildfire-E1-350x350.jpg,1071- HTC Wildfire E1.jpg,"2019, December 18",2019-12-18,3000mAh,"4.2, A2DP",Mediatek MT6763 Helio P23 (16 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),157.5 x 75 x 8.9 mm (6.20 x 2.95 x 0.35 in),720 x 1560 pixels,6.09 Pouces,IPS LCD,Mali-G71 MP2,32 GB,LTE,No,Android 9.0 (Pie),"Single 13 MP, f/2.2, (wide), AF",3 GB,"Single 5 MP, f/2.2, (wide)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","microUSB 2.0
","Wi-Fi 802.11 a/b/g/n/ac, dual-band",Y,,Available,Ok,Sent,2023-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d1jbip55yyitxr.cloudfront.net/uploads/2023/02/16104411/HTC-Wildfire-E1-350x350.jpg, ,,OK,45263,,,,,,,,Hayet. KEIDA,0.0,"20,000 DZD"
DJZ-01072,1072.0,HTC,HTC Wildfire E,Smartphone,Smartphone,,2023-11-06,https://m.media-amazon.com/images/I/61LX8tMKhNL.jpg,1072- HTC Wildfire E.jpg,"2019, August 15",2019-08-15,3000mAh,"4.2, A2DP",Unisoc SC9863A (28nm),Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),147.9 x 71.4 x 8.9 mm (5.82 x 2.81 x 0.35 in),720 x 1440 pixels,5.45 Pouces,TFT LCD,IMG8322,32 GB,LTE,No,Android 9.0 (Pie),"Dual 13 MP, f/2.0, (wide), AF",2 GB,"Single 5 MP, f/2.8, (wide)","Dual SIM (Nano-SIM, dual stand-by)",microUSB 2.0,"Wi-Fi 802.11 b/g/n
",Y,,Available,Ok,Sent,2023-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/61LX8tMKhNL.jpg, ,,OK,45263,,,,,,,,Hayet. KEIDA,0.0,"17,900 DZD"
DJZ-01073,1073.0,HTC,HTC U20 5G,Smartphone,Smartphone,,2023-11-06,"https://m.media-amazon.com/images/I/41HOjighPKL._AC_UF894,1000_QL80_.jpg",1073- HTC U20 5G.jpg,"2020, October 01",2020-10-01,5000mAh,"5.0, A2DP, LE",Qualcomm SM7250 Snapdragon 765G 5G (7 nm), Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),171.2 x 78.1 x 9.4 mm (6.74 x 3.07 x 0.37 in),1080 x 2400 pixels,6.8 Pouces,IPS LCD,Adreno 620,256 GB,5G,Yes,Android 10,"Quad 48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF",6 GB / 8 GB,"Single 32 MP, f/2.0, (wide), 1/2.8"", 0.8µm","Dual SIM (Nano-SIM, dual stand-by)",USB Type-C 2.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Y,,Available,Ok,Sent,2023-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://m.media-amazon.com/images/I/41HOjighPKL._AC_UF894,1000_QL80_.jpg", ,,OK,45263,,,,,,,,Hayet. KEIDA,1.0,"71,700 DZD"
DJZ-01074,1074.0,HTC,HTC Desire 20 Pro,Smartphone,Smartphone,,2023-11-06,"https://m.media-amazon.com/images/I/51VnkYbebXL._AC_UF894,1000_QL80_.jpg",1074- HTC Desire 20 Pro.jpg," 2020, July 18",2020-07-18,5000mAh,"5.0, A2DP, LE",Qualcomm SM6125 Snapdragon 665 (11 nm),Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver,162 x 77 x 9.4 mm (6.38 x 3.03 x 0.37 in),1080 x 2340 pixels,6.5 Pouces,IPS LCD,Adreno 610,128 GB,LTE,Yes,Android 10,"Quad 48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF",6 GB,"Single 25 MP, f/2.0, (wide)","Dual SIM (Nano-SIM, dual stand-by)","USB Type-C 2.0, OTG","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Y,,Available,Ok,Sent,2023-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://m.media-amazon.com/images/I/51VnkYbebXL._AC_UF894,1000_QL80_.jpg", ,,OK,45263,,,,,,,,Hayet. KEIDA,1.0,"37,400 DZD"
DJZ-01075,1075.0,HTC,HTC Desire 19s,Smartphone,Smartphone,,2023-11-06,https://www.gizmochina.com/wp-content/uploads/2019/11/HTC-Desire-19s.jpg,1075- HTC Desire 19s.jpg,"2019, November 14",2019-11-14,3850mAh,"5.0, A2DP, LE",Mediatek MT6762 Helio P22 (12 nm),Octa-core 2.0 GHz Cortex-A53,156.2 x 74.8 x 8.5 mm (6.15 x 2.94 x 0.33 in),720 x 1520 pixels,"6,2 Pouces",IPS LCD,Android 9 (Pie),32 GB,LTE,Yes,"Android 9 (Pie)
","Triple 13 MP, f/1.9, 26mm (wide), PDAF",3 GB,"Single 16 MP, f/2.0, 27mm (wide), 1/3.06"", 1.0µm","Hybrid Dual SIM (Nano-SIM, dual stand-by)","USB Type-C 2.0, OTG","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Y,,Available,Ok,Sent,2023-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gizmochina.com/wp-content/uploads/2019/11/HTC-Desire-19s.jpg, ,,OK,45263,,,,,,,,Hayet. KEIDA,0.0,"23,100 DZD"
DJZ-01076,1076.0,HTC,HTC Exodus 1s,Smartphone,Smartphone,,2023-11-06,https://www.silicon.fr/wp-content/uploads/2019/10/htc-exodus-1s.jpg,1076- HTC Exodus 1s.jpg," 2019, December",2019-12-01,3075mAh,"5.0, A2DP",Qualcomm SDM435 Snapdragon 435 (28 nm),Octa-core 1.4 GHz Cortex-A53,154.2 x 72.7 x 8.3 mm (6.07 x 2.86 x 0.33 in),720 x 1440 pixels,5.7 Pouces,IPS LCD,Adreno 505,64 GB,LTE,No,Android 8.1 (Oreo),"Single 13 MP, PDAF",4 GB,Single 13 MP,"Dual SIM (Nano-SIM, dual stand-by)",microUSB 2.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Y,,Available,Ok,Sent,2023-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.silicon.fr/wp-content/uploads/2019/10/htc-exodus-1s.jpg, ,,OK,45263,,,,,,,,Hayet. KEIDA,0.0,"27,900 DZD"
DJZ-01077,1077.0,HTC,HTC Wildfire X,Smartphone,Smartphone,,2023-11-06,https://www.igyaan.in/wp-content/uploads/2019/08/HTC-Wildfire-X-4-1000x560.jpg,1077- HTC Wildfire X.jpg," 2019, August 22",2019-08-22,3300mAh,"4.1, A2DP, LE",Mediatek MT6762 Helio P22 (12 nm),Octa-core 2.0 GHz Cortex-A53,156.7 x 74.9 x 8 mm (6.17 x 2.95 x 0.31 in),720 x 1520 pixels,6.2 Pouces,IPS LCD,PowerVR GE8320,32 GB / 128 GB,LTE,No,Android 9 (Pie),"Triple 12 MP, (wide), 1/2.8"", 1.25µm, PDAF",3 GB / 4 GB,Single 8 MP,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","USB Type-C 2.0, OTG","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Y,,Available,Ok,Sent,2023-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.igyaan.in/wp-content/uploads/2019/08/HTC-Wildfire-X-4-1000x560.jpg, ,,OK,45263,,,,,,,,Hayet. KEIDA,0.0,"32,900 DZD"
DJZ-01078,1078.0,HTC,HTC U19e,Smartphone,Smartphone,,2023-11-06,https://www.algeria.ubuy.com/productimg/?image=aHR0cHM6Ly9pbWFnZXMtbmEuc3NsLWltYWdlcy1hbWF6b24uY29tL2ltYWdlcy9JLzYxLVJCOU5uMDZMLl9TUzQwMF8uanBn.jpg,1078- HTC U19e.jpg,"2019, June 11",2019-06-11,3930mAh,"5.0, A2DP, LE",Qualcomm SDM710 Snapdragon 710 (10 nm),Octa-core (2x2.2 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver),156.6 x 75.9 x 8 mm (6.17 x 2.99 x 0.31 in),1080 x 2160 pixels, 6.0 Pouces,OLED,Adreno 616,128 GB,LTE,Yes,"Android 9.0 (Pie), HTC Sense","Dual 12 MP, f/1.8, 26mm (wide), PDAF",6 GB,"Dual 24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm","Hybrid Dual SIM (Nano-SIM, dual stand-by)",USB Type-C 3.1,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Y,,Available,Ok,Sent,2023-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.algeria.ubuy.com/productimg/?image=aHR0cHM6Ly9pbWFnZXMtbmEuc3NsLWltYWdlcy1hbWF6b24uY29tL2ltYWdlcy9JLzYxLVJCOU5uMDZMLl9TUzQwMF8uanBn.jpg, ,,OK,45263,,,,,,,,Hayet. KEIDA,0.0,"48,300 DZD"
DJZ-01079,1079.0,HTC,HTC Desire 19+,Smartphone,Smartphone,,2023-11-06,https://phonecharacteristics.com/link_img/49003745e1a0f75ebbb2.jpg,1079- HTC Desire 19+.jpg,"2019, August 07",2019-08-07,3850mAh,"5.0, A2DP, LE",Mediatek MT6765 Helio P35 (12nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),156.2 x 74.8 x 8.5 mm (6.15 x 2.94 x 0.33 in),720 x 1520 pixels,6.2 Pouces,IPS LCD,PowerVR GE8320,64 GB / 128 GB,LTE,Yes,Android 9 (Pie),"Triple 13 MP, f/1.9, 26mm (wide), PDAF",4 GB / 6 GB,"Single 16 MP, f/2.0, 27mm (wide), 1/3.06"", 1.0µm","Dual SIM (Nano-SIM, dual stand-by)","USB Type-C 2.0, OTG","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Y,,Available,Ok,Sent,2023-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://phonecharacteristics.com/link_img/49003745e1a0f75ebbb2.jpg, ,,OK,45263,,,,,,,,Hayet. KEIDA,0.0,"40,200 DZD"
DJZ-01080,1080.0,HTC,HTC Desire 12s,Smartphone,Smartphone,,2023-11-07,"https://m.media-amazon.com/images/I/41B+kAYNcJL._AC_UF1000,1000_QL80_.jpg",1080- HTC Desire 12s.jpg,"2018, December",2018-12-01,3075mAh,"4.2, A2DP, LE",Qualcomm MSM8940 Snapdragon 435 (28 nm),Octa-core 1.4 GHz Cortex-A53,154.2 x 72.7 x 8.3 mm (6.07 x 2.86 x 0.33 in),720 x 1440 pixels,"5,7 Pouces",IPS LCD,Adreno 505,32 GB / 64 GB,LTE,Yes,Android 8.1 (Oreo),"Single 13 MP, f/2.0, PDAF",3 GB / 4 GB,"Single 13 MP, f/2.2","Dual SIM (Nano-SIM, dual stand-by)",microUSB 2.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",Y,,Available,Ok,Sent,2023-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://m.media-amazon.com/images/I/41B+kAYNcJL._AC_UF1000,1000_QL80_.jpg", ,,OK,45263,,,,,,,,Hayet. KEIDA,1.0,"31,000 DZD"
DJZ-01081,1081.0,HTC,HTC Exodus 1,Smartphone,Smartphone,,2023-11-07,"https://m.media-amazon.com/images/I/61ifJvAm2bL._AC_UF1000,1000_QL80_.jpg",1081- HTC Exodus 1.jpg,"2018, December 06",2018-12-06,3500mAh,"5.0, A2DP, aptX HD, LE",Qualcomm SDM845 Snapdragon 845 (10 nm),Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),,1440 x 2880 pixels,6.0 Pouces,Super LCD6,Android 8.1 (Oreo),128 GB,LTE,No,Android 8.1 (Oreo),"Dual 12 MP, f/1.8, 1/2.55"", 1.4µm, dual pixel PDAF, Laser AF, OIS",6 GB,"Dual 8 MP, f/2.0, 1/4"", 1.12µm","Dual SIM (Nano-SIM, dual stand-by)",USB Type-C 3.1,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Y,,Available,Ok,Sent,2023-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://m.media-amazon.com/images/I/61ifJvAm2bL._AC_UF1000,1000_QL80_.jpg", ,,OK,45263,,,,,,,,Hayet. KEIDA,0.0,"38,400 DZD"
DJZ-01082,1082.0,HTC,HTC U12 life,Smartphone,Smartphone,,2023-11-07,"https://m.media-amazon.com/images/I/61ZsVC1tpaL._AC_UF894,1000_QL80_.jpg",1082- HTC U12 life.jpg,"2018, September",2018-09-01,3600mAh,"5.0, A2DP, LE",Qualcomm SDM636 Snapdragon 636 (14 nm),Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver),158.5 x 75.4 x 8.3 mm (6.24 x 2.97 x 0.33 in),1080 x 2160 pixels,6.0 Pouces,IPS LCD,Adreno 509,64 GB / 128 GB,LTE,Yes,Android 8.1 (Oreo),"Dual 16 MP, f/2.0, PDAF",4 GB / 6 GB,"Single 13 MP, f/2.0","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Y,,Available,Ok,Sent,2023-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://m.media-amazon.com/images/I/61ZsVC1tpaL._AC_UF894,1000_QL80_.jpg", ,,OK,45263,,,,,,,,Hayet. KEIDA,0.0,"49,500 DZD"
DJZ-01083,1083.0,HTC,HTC U12+,Smartphone,Smartphone,,2023-11-07,"https://m.media-amazon.com/images/I/71z2v4B7UiL._AC_UF894,1000_QL80_.jpg",1083- HTC U12+.jpg,"2018, June 29",2018-06-29,3500mAh,"5.0, A2DP, aptX HD, LE",Qualcomm SDM845 Snapdragon 845 (10 nm),Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),,1440 x 2880 pixels,6.0 Pouces,"Super LCD6, HDR10",Adreno 630,64 GB / 128 GB,LTE,Yes,Android 8.0 (Oreo),"Dual 12 MP, f/1.8, 1/2.55"", 1.4µm, dual pixel PDAF, Laser AF, OIS",6 GB,"Dual 8 MP, f/2.0, 1/4"", 1.12µm","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",USB Type-C 3.1,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA",Y,,Available,Ok,Sent,2023-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://m.media-amazon.com/images/I/71z2v4B7UiL._AC_UF894,1000_QL80_.jpg", ,,OK,45263,,,,,,,,Hayet. KEIDA,0.0,"49,600 DZD"
DJZ-01084,1084.0,HTC,HTC Desire 12+,Smartphone,Smartphone,,2023-11-07,https://m.media-amazon.com/images/I/716QoX4yv1L.jpg,1084- HTC Desire 12+.jpg,"2018, June 07",2018-06-07,2965mAh,"4.2, A2DP, LE",Qualcomm SDM450 Snapdragon 450 (14 nm),Octa-core 1.8 GHz Cortex-A53,158.2 x 76.6 x 8.4 mm (6.23 x 3.02 x 0.33 in),720 x 1440 pixels,6.0 Pouces,IPS LCD,Adreno 506,32 GB,LTE,No,Android 8.0 (Oreo),"Dual 13 MP, f/2.2, PDAF",3 GB,"Single 8 MP, f/2.0
","Hybrid Dual SIM (Nano-SIM, dual stand-by)",microUSB 2.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",Y,,Available,Ok,Sent,2023-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/716QoX4yv1L.jpg, ,,OK,45263,,,,,,,,Hayet. KEIDA,0.0,"22,100 DZD"
DJZ-01085,1085.0,HTC,HTC Desire 12,Smartphone,Smartphone,,2023-11-07,"https://m.media-amazon.com/images/I/6153H-P1VgL._AC_UF1000,1000_QL80_.jpg",1085- HTC Desire 12.jpg,"2018, May",2018-05-01,2730mAh,"4.2, A2DP, LE",Mediatek MT6739 (28 nm),Quad-core 1.3 GHz Cortex-A53,148.5 x 70.8 x 8.2 mm (5.85 x 2.79 x 0.32 in),720 x 1440 pixels,5.5 Pouces,IPS LCD,PowerVR GE8100,16 GB / 32 GB,LTE,No,Android 7.x (Nougat),"Single 13 MP, f/2.2, PDAF",2 GB / 3 GB ,"Single 5 MP, f/2.4, 1/5"" 1.12µm","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",microUSB 2.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",Y,,Available,Ok,Sent,2023-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://m.media-amazon.com/images/I/6153H-P1VgL._AC_UF1000,1000_QL80_.jpg", ,,OK,45263,,,,,,,,Hayet. KEIDA,4.0,"34,500 DZD"
DJZ-01086,1086.0,HTC,HTC U11 Eyes,Smartphone,Smartphone,,2023-11-07,"https://m.media-amazon.com/images/I/41eZBtFhcTL._AC_UF1000,1000_QL80_.jpg",1086- HTC U11 Eyes.jpg,"2018, January",2018-01-01,3930mAh,"4.2, A2DP, LE",Qualcomm MSM8976 Snapdragon 652 (28 nm),Octa-core,157.9 x 75 x 8.5 mm (6.22 x 2.95 x 0.33 in),1080 x 2160 pixels,6.0 Pouces,Super LCD3,Adreno 510,64 GB,LTE,Yes,"Android 8.0 (Oreo), Sense UI","Single 12 MP, f/1.7, 1.4 μm, PDAF, OIS",4 GB,"Dual 5 MP, f/2.2","Hybrid Dual SIM (Nano-SIM, dual stand-by)",USB Type-C 2.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA",Y,,Available,Ok,Sent,2023-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://m.media-amazon.com/images/I/41eZBtFhcTL._AC_UF1000,1000_QL80_.jpg", ,,OK,45263,,,,,,,,Hayet. KEIDA,1.0,"29,800 DZD"
DJZ-01087,1087.0,HTC,HTC U11+,Smartphone,Smartphone,,2023-11-07,"https://m.media-amazon.com/images/I/61q6KFnSDHL._AC_UF894,1000_QL80_.jpg",1087- HTC U11+.jpg,"2017, November 22",2017-11-22,3930mAh,"5.0, A2DP, aptX HD, LE",Qualcomm MSM8998 Snapdragon 835 (10 nm),Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo),158.5 x 74.9 x 8.5 mm (6.24 x 2.95 x 0.33 in),1440 x 2880 pixels,6.0 Pouces,Super LCD6,Adreno 540,64 GB / 128 GB,LTE,Yes,Android 8.0 (Oreo),"Single 12 MP, f/1.7, 1/2.55"", 1.4µm, dual pixel PDAF, OIS",4 GB / 6 GB,"Single 8 MP, f/2.0"," Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",USB Type-C 3.1,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA",Y,,Available,Ok,Sent,2023-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://m.media-amazon.com/images/I/61q6KFnSDHL._AC_UF894,1000_QL80_.jpg", ,,OK,45263,,,,,,,,Hayet. KEIDA,0.0,"51,300 DZD"
DJZ-01088,1088.0,HTC,HTC U11 Life,Smartphone,Smartphone,,2023-11-07,"https://media.wired.com/photos/5a6671c10b495c3767dfc188/1:1/w_944,h_944,c_limit/HTC-u11-life-FeatureArt.jpg",1088- HTC U11 Life.jpg,"2017, December",2017-12-01,2600mAh,"5.0, A2DP, LE",Qualcomm SDM630 Snapdragon 630 (14 nm),Octa-core 2.2 GHz Cortex-A53,149.1 x 72.9 x 8.1 mm (5.87 x 2.87 x 0.32 in),1080 x 1920 pixels,5.2  Pouces,Super LCD,Adreno 508,32 GB / 64 GB,LTE,Yes,Android 8.0 (Oreo),"Single 16 MP, f/2.0, PDAF",3 GB / 4 GB,"Single 16 MP, f/2.0, 27mm (wide), 1/3.06"", 1.0µm
","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",USB Type-C 2.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Y,,Available,Ok,Sent,2023-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://media.wired.com/photos/5a6671c10b495c3767dfc188/1:1/w_944,h_944,c_limit/HTC-u11-life-FeatureArt.jpg", ,,OK,45263,,,,,,,,Hayet. KEIDA,6.0,"26,600 DZD"
DJZ-01089,1089.0,HTC,HTC U11,Smartphone,Smartphone,,2023-11-07,"https://m.media-amazon.com/images/I/719+WqJi4lL._AC_UF1000,1000_QL80_.jpg",1089- HTC U11.jpg,"2017, June 10",2017-06-10,3000mAh,"4.2, A2DP, LE (5.0 after SW update)",Qualcomm MSM8998 Snapdragon 835 (10 nm),Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo),153.9 x 75.9 x 7.9 mm (6.06 x 2.99 x 0.31 in),1440 x 2560 pixels,5.5 Pouces,Super LCD5,Adreno 540,64 GB / 128 GB,LTE,Yes,Android 7.1 (Nougat),"Single 12 MP, f/1.7, 1/2.55"", 1.4µm, dual pixel PDAF, 5-axis OIS",4 GB / 6 GB,"Single 16 MP, f/2.0, 27mm (wide), 1/3.06"", 1.0µm"," Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",USB Type-C 3.1,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA",Y,,Available,Ok,Sent,2023-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://m.media-amazon.com/images/I/719+WqJi4lL._AC_UF1000,1000_QL80_.jpg", ,,OK,45263,,,,,,,,Hayet. KEIDA,14.0,"44,300 DZD"
DJZ-01090,1090.0,HTC,HTC One X10,Smartphone,Smartphone,,2023-11-07,"https://m.media-amazon.com/images/I/51c1G5lw+-L._AC_UF1000,1000_QL80_.jpg",1090- HTC One X10.jpg," 2017, July",2017-07-01,"4000mAh
","4.2, A2DP",Mediatek MT6755 Helio P10 (28 nm,Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),152.9 x 75.6 x 8.2 mm (6.02 x 2.98 x 0.32 in),1080 x 1920 pixels,5.5 Pouces,Super LCD, Mali-T860MP2,32 GB,LTE,No,Android OS,"Single 16 MP, f/2.0, 26mm (wide), AF",3 GB,"Single 8 MP, f/2.2, 23mm (wide), 1/4"", 1.12µm","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",microUSB 2.0,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, DLNA, hotspot",Y,,Available,Ok,Sent,2023-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://m.media-amazon.com/images/I/51c1G5lw+-L._AC_UF1000,1000_QL80_.jpg", ,,OK,45263,,,,,,,,Hayet. KEIDA,0.0,"28,100 DZD"
